id,emotion,sentiment,text
593895854005706753,Fear,Neutral,josepicardoSHS: Can you imagine David Cameron or Ed Milliband ever doing something like this?  cc SHSMockElection
593895853594714112,Happy,Positive,SNP are the only party I trust. Their clear message is they will stand up for Scotland at Westminster. SNPbecause 
593895854626471938,Fear,Neutral,The bit where Ed Miliband asked Brand where he got his kitchen from lastleg Milibrandcuts
593895855003959297,Fear,Negative,james_askwith: scottieh419 no_ukip people just trying to discredit UKIP mate. I sense people may be fearful of Labour losing their st
593895856346136576,Happy,Positive,"Great start by Farage here 'I like Europe it's got different people, different languages, different places....'"
593895856740376576,Angry,Negative,"scarletmonahan: THE BILE SOAKED TORY POLITICS, OF POVERTY, SICKNESS &amp; DEATH.   GMagnaCarta dayalshambhu887 Peg"
593895858866888705,Happy,Positive,temcterrier1977: Clegg. Praising the delights of democracy. A man whose party got 8% of the commons dictating government policy. You co
593895858254544896,Happy,Negative,"JamesMelville: SNPbecause the establishment wanted Scotland to stay &amp; have a say. 
SNP are coming to Westminster to have that say. ht"
593895859047239680,Angry,Negative,A good question for many re-standing Tory MPS. If they can't make it to local debates what exactly ARE they all doing? GE2015 VoteLabour
593895859257024513,Angry,Negative,"Time for Farage. In Birmingham. LOL.
I just said 'lol'.
This is serious.
Shoot me.
My time has come.
Election2015 AskNigelFarage"
593895859642830849,Fear,Negative,exlabourite: The viewing figures will be higher for this 30 mins of Farage than the full length of the 'leaders' questions... 🙊 AskNi
593895861022752768,Angry,Negative,"Effiedeans: I never attack SNP supporters personally I only attack SNP arguments. Attack my arguments, not me!
 "
593895861610029056,Fear,Neutral,now after enduring the debate we have fuckwit farage on  tv out window
593895862142631936,Angry,Negative,"Redrho70 NicolaSturgeon NORMAL WM procedure?:ou put fwd a manifesto &amp; invite others to vote? SNP blew it with ""Lock out Tories"""
593895861127614464,Excited,Positive,UKIP Leader Nigel_Farage on the difference between Europe and the EU AskNigelFarage 
593895862251745282,Bored,Neutral,Expect Miliband 
593895862750818305,Angry,Negative,IndiScot: Milliband would rather none of his policies implement in favour of Tories implementing theirs. Why? ESSNNPP BAD! what a crock
593895863535181825,Angry,Negative,JohnMcEwan1 DietmarHamann utter nonsense. Dimbleby  overrode any challenge to Cameron's answers but it was a free for all with milliband
593895868975153152,Fear,Negative,"UKLabour: All you need to know about David Cameron:
- Backs non-doms
- Won't commit to protect tax credits for working families http://"
593895868828405760,Fear,Negative,luketheboiler: I'm a little baffled by Milliband constantly being grilled about the last labour govt. A bit like blaming my Grandad for
593895870795505664,Excited,Positive,"JimForScotland  might come in handy next week, some even come with generous expense accounts creepyjim snp"
593895872347381761,Angry,Negative,"SkyNews: THE INDEPENDENT FRONT PAGE: ""Miliband: I will not do deal with the SNP to become PM"" skypapers "
593895873135906816,Sad,Negative,"pelliott1954: Sharonavraham daniboy104 Tartan Tories, working very hard to keep Cameron in No10"
593895873148526592,Excited,Positive,Nigel Farage is the man 👊🏻💪🏼 UKIP
593895873375031297,Happy,Neutral,claudiataggart: It's all about that ed Milliband
593895874712961026,Happy,Positive,Exciting! I knew him when... Long-shot Miliband now the favorite to become Britain’s prime minister 
593895876285829122,Angry,Negative,"theSNP I'm voting SNP because I'm sick of SLP taking me for granted, their lies and apathy angers me, No more,Labour sold us out,"
593895876428464128,Angry,Negative,issassin TheEgo74 Longyman John__Percy AVFCTransTweet Miliband categorically said he would not do deal with SNP again tonight.
593895876575145984,Excited,Neutral,VIDEO: Cameron on 'dark room' coalition deals: David Cameron has said he will fight with everything  paedobritain
593895876302663681,Angry,Negative,UKLabour Milliband has just secured another 5 years of Tory misrule. Refusal to any vote pact with SNP means Tory+LD have mathematical maj.
593895877007245312,Excited,Neutral,ToriesTakeFromThePoorGiveToTheRich ToriesMustGo EdForChange EdForPM 
593895877376356352,Excited,Positive,SkyNews: Does Nick Clegg support Trident? GE2015  
593895877628006400,Angry,Positive,scottishlabour would prefer a tory govt that working with the SNP to protect Scotland from austerity ge15
593895878533984256,Excited,Positive,"OllyGrender: Clegg did best 32% of switchers indicating that they might now lean Lib Dem, as against 25% Conservative, and just 20% who"
593895878613536769,Fear,Neutral,VIDEO: 'No Labour government if SNP deal': Labour leader Ed Miliband has said he would not form a  paedobritain
593895879846727680,Excited,Neutral,BBC -  VIDEO: 'No Labour government if SNP deal' 
593895880681398273,Excited,Positive,VIDEO: Sturgeon on post-election deals  rarasathie_
593895881516126211,Excited,Positive,"I'm going to watch Nigel Farage with my bicep toners on.  That's how I roll, baby."
593895881679708160,Angry,Negative,Every time David Cameron pulls that fucking letter out of his pocket I see Owen Pearce's drain plug and laugh/lament bbcqt
593895881805553664,Fear,Neutral,Did Farage just call Europe a country? 🙈
593895881302102016,Excited,Neutral,VIDEO: 'No Labour government if SNP deal'  BBC
593895882023657472,Excited,Positive,Steve Bell on leaked Tory plans to cap child benefits – cartoon  Guardian
593895882006908928,Sad,Negative,He did not stumble he told the truth 
593895882384375809,Happy,Neutral,"GaryDunn6: falkirkbear Casumptious Wow, it's the Ukip👳/hun intelligentsia!"
593895882426294275,Angry,Negative,burdynumnum No he didn't. He said he wouldn't do a deal with you. You'd have to support him or let the Tories kick him out. Over to you
593895882405376001,Fear,Negative,Interesting. Looks like a lot of white people are in that Birmingham audience for Farage. Thought everyone was Muslim there? foxnews bbcqt
593895884250882049,Angry,Negative,"vanessa_opines: Passionate proEU clegg explanation on why work together to solve some of the worlds problems: climate change, cross b"
593895884317958144,Angry,Negative,UKLabour: RETWEET: This is why people don't trust David Cameron with the NHS. BBCQT 
593895884561211393,Angry,Negative,Ask Nigel Farage on BBC1. Ask him what? Why he's a massive tit? No hang on tits are useful!
593895884678565888,Excited,Positive,BBC -  VIDEO: Sturgeon on post-election deals 
593895886758907904,Excited,Positive,VIDEO: Sturgeon on post-election deals  BBC
593895886977118209,Angry,Negative,"GAPonsonby: If scottishlabour held onto all 41 seats, but needed the six SNP MPs to form Govt, would they still let Tories in? voteSNP"
593895887547584512,Angry,Negative,annewitha_e: Miliband's statement essentially denying the multi party politics in UK &amp; attempting to bully Scots to the back of the bus
593895887870504960,Fear,Negative,"Embarrassing interview earlier with JimForScotland &amp; now Ed_Miliband rules out deal with SNP. What's happened to Labour, shambles. bbcqt"
593895888159842304,Excited,Neutral,"VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's Ed Miliband ""turns his back""  paedobritain"
593895888482893825,Fear,Negative,farage does shake his head too much
593895888751337472,Angry,Negative,JeremyJHardy: Plaid and the SNP need to realise England is just not ready to be independent. You can't just abandon a semi-civilised pe
593895889510518784,Sad,Neutral,"timothy_stanley: Farage: ""I love Europe... it's got lots of different wines and cheeses.""
He's gone soft on us."
593895889820868608,Excited,Positive,seafarer1847: Nigel Farage on BBC 1 now
593895889611141122,Excited,Positive,"GrahamSpiers: Really interesting meeting SNP's Mhairi Black for The Times today. (Sub-headline not my bad...a subbing glitch!)
https://"
593895890634412032,Happy,Neutral,VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to  paedobritain
593895890965889024,Excited,Positive,"traceymacleod1: kdugdalemsp Ed_Miliband listen petal Nicola gave u some friendly advice earlier, try promotin ur party rather than sl"
593895891242721281,Excited,Positive,Stayed up to watch Nigel_Farage lets get some more UKIP votes.
593895891544592384,Happy,Positive,Watching Nigel Farage live on BBC1
593895891884515329,Excited,Positive,OwenJones84: Shiny02 AndyYoung90 Kelvinbhoy meljomur  I want a Labour government backed up by the SNP.
593895891897028608,Happy,Positive,"raeesk27: Attended a speech given by PM David Cameron, unveiled the Conservative plan for Yorkshire. "
593895892652032000,Sad,Negative,tom_brown68: Clegg comes across very well and knows how to relate to an audience. He just don't have the integrity for us to trust what
593895892945661952,Angry,Negative,hopenothate: So this will be half an hour of Farage blaming everything on immigration then ?
593895892928897024,Angry,Negative,LabourSean: Lies lies and more lies. OffshoreDave. End the Tories hypocrisy once and for all on May 7th. 
593895893054541824,Excited,Neutral,RichardLucas3: All this Tory 'strong commanding' stuff sounds a touch kinky FiftySuitsOfGray
593895893495128065,Fear,Negative,MattHancock2015 Conservatives Even though he has RULED OUT a coalition with the snp many times! Someone needs a hearing aid
593895895458021378,Angry,Negative,"TracyA_Ken: bbcqt careful Ed Milliband democratic voice of Scotland counts, don't dismiss it. It may backfire on you. scottishlabour"
593895895583850496,Sad,Negative,.CllrJonSHarvey was the audience infiltrated by Tories not declaring their allegiance? bbcqt would have asked in advance
593896011300347904,Fear,Neutral,news VIDEO: 'No Labour government if SNP deal' 
593896012663693312,Sad,Neutral,Just me who's noticed Nigel Farage headbutts an invisible man everytime he talks?
593896012638367744,Fear,Negative,VIDEO: 'No Labour government if SNP deal': Labour leader Ed Miliband has said he would not form a Labour  Skibabs
593896013112410113,Excited,Neutral,"BBCPolitics: ""I thought that was the performance of a lifetime,"" George Osborne says of David Cameron  bbcqt"
593896013091315712,Excited,Neutral,VIDEO: Cameron on 'dark room' coalition deals: David Cameron has said he will fight with everything he has got to 
593896013460590592,Happy,Neutral,CWaSP_Labour: Ed Miliband wants you to know.... 
593896013590585345,Angry,Positive,Farage gifted a biased audience 25% UKIP when he has half that in the polls.
593896013854814208,Happy,Positive,Amanlovesred as long as you agree with me when I say Ed Miliband sounds like Sylvester from Looney Tunes 😜😂
593896013330522114,Excited,Negative,Mikeyssmurf: Ed_Miliband but if Tory UKIP happens we're all in danger
593896013951279105,Happy,Neutral,"Shirtez94: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely  "
593896013980508160,Excited,Neutral,VIDEO: Cameron on 'dark room' coalition deals: David Cameron has said   verified monsif35 
593896015410900992,Angry,Negative,scotexpress46: Scottish Lab MPs can influence a Lab government from the inside. The SNP can't and can't vote with the Tories. Nat wallp
593896015410892801,Sad,Negative,guardiannews Hard to say who is getting more desperate Miliband or the Guardian.
593896015423373312,Fear,Negative,VIDEO: 'No Labour government if SNP deal': Labour leader Ed Miliband has said he would not form a Labour government 
593896015750516736,Excited,Neutral,I liked a YouTube video  Farage Is Dead - Long Live Miliband? Russell Brand The Trews (E301)
593896016123928576,Angry,Negative,"And the anti-SNP deal ploy won't help anywhere else, because no-one who might vote Lab in England and Wales gives a flying fuck about SNP."
593896016056692736,Excited,Positive,news VIDEO: Sturgeon on post-election deals 
593896016736292864,Happy,Neutral,"Mikeyukhc: Nick Robinson, with the view from up David Cameron's arse."
593896017050750976,Excited,Neutral,"VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's Ed Miliband ""turns his back"" on  Skibabs"
593896016862158849,Angry,Neutral,“guardian Miliband hardens his line: I will not do deal with SNP ” Hung parliament looking likely. Re-run in October?
593896017466011648,Excited,Neutral,"VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's Ed Miliband ""turns his back"" on any "
593896017612972032,Sad,Negative,I see Mr Farage is on BBC1. Shame it's not the olden days; that way I could switch over to BBC2 and watch this... 
593896018816663552,Fear,Negative,Not sure where Milliband and Clegg came in the race tonight. It certainly wasn't in the first 3. agoodnightforDavid
593896019588468736,Excited,Positive,AngusMacNeilSNP: ruth_wishart yep speculation rising as to who ll be next Lab leader after Miliband resignation on May 8th then PM whe
593896019236032512,Happy,Neutral,VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to go  Skibabs
593896019168919553,Excited,Neutral,VIDEO: 'No Labour government if SNP deal': Labour leader Ed Miliband   verified monsif35 
593896019991101441,Sad,Negative,"CESGasEng: RT Alasdair91: I'm sorry, but there is no possible way for scottishlabour to spin this. Ed would let T "
593896021056475137,Angry,Negative,"State_Control boverred/UKIP  / Britain will become Islamic state within 10-20 years no doubt, they do not live in our streets""vote out EU"
593896021383630848,Fear,Negative,At least threequarters of the audience aren't UKIP backers. bbcqt
593896021349965824,Happy,Neutral,VIDEO: 'I will never apologise' for coalition: Lib Dem leader Nick Clegg has defended his decision to go into 
593896021689765888,Fear,Neutral,"UKIP confirm that their 2016 conference will be in a large public house in the spaceport, Mos Eisley, on the planet Tatooine NigelFarage"
593896021530439681,Angry,Negative,welshboy82: Tories stopped austerity when they saw it was killing growth. Don't believe them when they say we need more bbcqt http://t
593896021849198592,Bored,Negative,Ed_Miliband would rather be a Tory fag than work with theSNP
593896022008532992,Bored,Neutral,Bartez23 ah UKIP again then.
593896022344081408,Angry,Negative,"2 days ago, Farage stated on ITV that he'll reduce the amount of English money given to the Scots on the other side of Hadrian's Wall."
593896023111684097,Excited,Neutral,"TheGinjaNinja_: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will defini "
593896023459766272,Excited,Positive,LabourNHSJAN GarethWynDavies bbcnickrobinson every time Tory boy Nick speaks they get another Free Tory Party broadcast on us
593896023019261952,Excited,Neutral,VIDEO: 'No Labour government if SNP deal'  
593896023967293440,Excited,Neutral,"SkyNews: Nick Clegg: ""I'm the first person to defend our civil liberties"" GE2015 "
593896024386740224,Angry,Negative,"mnshpjrase Lab, if no maj need SNP to get Q speech through,need to discuss terms of that support. He said he won't do that."
593896024780972032,Happy,Positive,"philmac48: MarkMacKinnon67 No red card for him. Would have to be a blue one since he confirmed tonight he is, in fact, a Tory!"
593896024621584385,Angry,Negative,Nigel Farage would rather have you blame migrants than his banker mates AskNigelFarage 
593896025405923328,Angry,Neutral,Via No to Tory Rule 
593896026043457538,Angry,Negative,"pperrin: Sturgeon puts foreign aid and EU payments above everything - including starving, cold UK citizens. BBCDebate"
593896026194444289,Angry,Negative,adamboultonSKY: Q. People did not vote LibDem to put David Cameron in Number 10? Clegg there's the little matter of democracy. Cons won
593896026056065025,Fear,Negative,Odds on a Lab-Lib coalition must've just taken a tumble - looking likely after Miliband rules out any deal with SNP 
593896026832039938,Angry,Negative,"OneLifeStand87 Huh??? Ed Milliband was an ECONOMIC ADVISOR to Gordon Brown, that same Gordon Brown who did not regulate the banks."
593896027377311744,Happy,Neutral,"craig_j92: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely  "
593896028077760515,Angry,Negative,"Could Labour Voters be the equivalent of No Voters?

Preferring Loyalist rule over democratic choice?

Or cut your nose off to spite SNP"
593896028459376641,Excited,Neutral,"BBCPolitics: Leanne Wood says Plaid Cymru would be prepared to do deal with Labour without SNP's support, NickServini tweets http://t."
593896028585197568,Excited,Neutral,"BillySangster: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definit "
593896028224393216,Excited,Neutral,VIDEO: Sturgeon on post-election deals: The SNP leader says if Labour's   verified monsif35 
593896029147238400,Excited,Positive,"Independent_SCO: FRIDAY'S FRONT PAGES | THE NATIONAL

Miliband prefers Cameron as PM to working with SNP

tomorrowsfrontpages http://t"
593896029365362688,Excited,Neutral,"john_bulloch: The SNP view of austerity. Our last first minister had a chauffeur , our new one has a pilot. SNPOUT. "
593896029558329344,Excited,Neutral,AngrySalmond: Sturgeon like this in every debate... AskNicola 
593896029575057408,Happy,Neutral,"lgscotland: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely "
593896030338416640,Fear,Positive,aitken_marc: I reckon Cameron has offered Miliband a Tory peerage after that performance tonight RedToriesOut Labour Conservative V
593896030749499392,Angry,Negative,"Well they would, having been lied to by you and the rest of the Tory media for the last five years. "
593896030984364033,Angry,Negative,Kylashoo: Why no Nigel_Farage on BBC1 Scotland? Have the SNP decided  its not convenient but the UK had to listen to Sturgeon SNPout 
593896031965859840,Fear,Neutral,sisandison: Ed Miliband made the front of the Mirror again then. 
593896031634456576,Excited,Neutral,"dhallofficial: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definit "
593896031697244161,Excited,Positive,VIDEO: Sturgeon on post-election deals  
593896032980852739,Excited,Neutral,JMchools: Nice try Ed but Scotland is still voting SNP UnionistScareTactics 
593896033211523072,Angry,Negative,"janetkirkpatri7: RT GAPonsonby: If scottishlabour held onto all 41 seats, but needed the six SNP MPs to form Govt, "
593896033748410369,Sad,Negative,Can't see how Labour will get to form a gvt without doing a deal with another party. Miliband either lying or doesn't want the big job.
593896034264297474,Fear,Negative,virgoseas: RT annewitha_e: Miliband's statement essentially denying the multi party politics in UK &amp; attempting to 
593896035317067776,Angry,Neutral,"Dippydaisies: RT CeltiCRab19671: bbcqt what Ed the redtory said!!! 
VoteSNPgetScotland VoteSNP GE2015 SNP Ge "
593896035564580864,Fear,Positive,Watching Nigel Farage on TV feels like self-harm. UKIP
593896036504117250,Excited,Neutral,"dannyaharrison: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will defini "
593896037095440384,Fear,Neutral,AndrewShmandrew Ask Nigel Farage - a legit programme is just starting on BBC1. Do you have any questions for him?
593896037451964416,Excited,Neutral,"gibtsdes: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely n "
593896037602963456,Angry,Negative,Sturgeon can lie that Ed would rather have Tory Gov than SNP deal. In practice only SNP can bring down Labour Gov and take the consequences.
593896038232129536,Excited,Positive,Poshboy97: Ed Miliband was on point tonight my g EdMiliband_MP
593896038517313536,Excited,Neutral,Nigel_Farage 👍go farage
593896038571876352,Excited,Neutral,"dawncampbell_x: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will defini "
593896039754629120,Happy,Positive,Ed Milliband loves the footy
593896040346034177,Happy,Positive,"SunNation: Ed's slip, now with added comedy sound effect for your viewing pleasure   SunN"
593896040627048449,Fear,Negative,"henry_maddison: it's so daft when people criticise Miliband for how he looks, nobody really goes on about how Cameron looks like a swea"
593896039331012608,Excited,Positive,josie_monroe chunkymark NicolaSturgeon Ed_Miliband 55krissi55 I assume that you are in favour of a one party state.SNP absolute control
593896040891338752,Excited,Negative,"bet365man: RT DerekScott1984: Despite the huge poll leads, many seats are still VERY close. Campaign harder than e "
593896041138802689,Bored,Negative,IJamillionaire why ain't u running for UKIP
593896041759580160,Angry,Negative,TroutManReplica: reminder that we are experiencing the slowest post-recession recovery since 1852 and the tories are holding it up as s
593896041382027264,Bored,Negative,"So Twitterworm says EdMili smashed Cam, yet Tories acting like they won. Guess they don't get tax credits deluded "
593896042418012160,Excited,Negative,mark_stuart10: Now we've got the leader of the SNP who is not up for election as a constituency MP. SNPout
593896042569031683,Excited,Positive,"A_Liberty_Rebel: Bet BBC’s deliberately kept the intelligent, balanced audience for Leaders’ BBCQT, &amp; sent its militant Green-Left rab"
593896042929790977,Fear,Neutral,christhebiggles: Note to lefties. Whilst you were out vandalising UKIP signs today i was UKIPPING and drinking tea in your EX voters ho
593896042929778689,Excited,Neutral,"muslimanarchist: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will defin "
593896043277844480,Fear,Neutral,swimtwobirds: samfr toadmeister considering the numbers ed miliband had a year ago - he's rising vertically on a hockey graph. also c
593896043269488640,Angry,Positive,danleeuk: So for all the talk of the BBC giving Nigel Farage his own show... here we go. Nigel Farage gets his own show. BBC bias? Ask
593896043315646464,Bored,Neutral,"LouiseMensch: .SteveBroad6 adamboultonSKY Yes. Nick Clegg actually TOOK the ""courageous decision"" politicians always bleat about Lib"
593896043437232129,Fear,Negative,EllenapGwynn: PeteWishart neither will the Welsh Plaid_Cymru LeanneWood Ed Milliband and Labour will be toast. 'Cut off his nose to
593896043856658433,Happy,Neutral,ruth_wishart 0604Arb1320 
593896044406112257,Fear,Negative,Don't think I can picture Ed Miliband on the world stage. What if he fell off?
593896044720738305,Excited,Neutral,neil1pat: Torycorruption 
593896044871753728,Angry,Negative,InsideCroydon: April's top posts: Tory supporter's racist tweet Piles on Barwell's campaign pain  GE2015 LeeJas
593896044846567424,Excited,Neutral,"godoitos: RT NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely n "
593896045672706050,Excited,Positive,BBCNews: David Cameron lays out his immigration plans bbcqt GE2015  
593896046297804800,Excited,Positive,"""I love Europe"" Nigel Farage believes the European Union has hijacked Europe ELECTION2015 BBCOne"
593896046549401600,Angry,Negative,"davies42g: JimForScotland There is no ""bluff"" to be called ONLY Labour 's .... are you saying no deals with SNP Then blaming them fo"
593896046746566657,Sad,Negative,"LabourEoin: The last time David Cameron claimed he was ""paying down the debts"" the UK Stats Boss scolded him for the lie. BBCqt http:/"
593896048281690112,Excited,Neutral,KennyFarq: My column in tomorrow's Scotsman challenges the morality of the SNP's decision to vote on English schools and hospitals. bb
593896047589597184,Happy,Neutral,allana_mcl 
593896048596283392,Excited,Positive,"fitlikemin01: AberdeenSNP South callum_mccaig snp hub outside Kincorth shops tomorrow from 2pm,posters,badges etc"
593896049464467457,Angry,Negative,Russell Brand brings out a bullshit buzzer and uses it for every answer Ed Miliband gives millibrandcuts
593896050068434944,Fear,Negative,Is it me or does Nigel Farage look like a cartoon villain? His smile fucking creeps me out dontvoteukip
593896051028922368,Angry,Negative,Typical bbc bias. Farage bowled a long hop first question bbcqt
593896050961817601,Happy,Neutral,"Ballochmylelab scottishlabour LOL, The sun is SNP :)"
593896050823421953,Excited,Neutral,BuzzFeedUKPol: Ed Miliband trips off stage bbcqt 
593896051091865600,Fear,Neutral,How many immigrant faces in the labour or tory manifestos? TheLastLeg
593896052580700162,Sad,Negative,Genuinely I fell up the aisle on my wedding day. Registry office. Deep carpet. It happens to the best of us. bbcqt Miliband milifandom
593896053222543360,Fear,Negative,Pollypoptart: Sturgeon asked 2 qs in a row about the referendum...Then is told by a 3rd member of the audience to stop talking about it
593896053964943360,Excited,Negative,Farage on bbc1 this'll be a laugh:-/
593896053889437696,Fear,Negative,craig_bigvee71 CharlieWoof81 was more in response to the false SNP picture mate....
593896053809741825,Excited,Positive,"Guardian/ICM poll Cameron on top 44% of viewers that Cameron was ""best on the night"", compared to 38% for Miliband and 19% for Clegg GE2015"
593896054493417472,Angry,Neutral,"CSM0611: Poll Tax Riots London 1990

Britain the last time the Tories had overall power. 

VoteTory  "
593896054698815488,Angry,Negative,"Yo DUPleader you must have missed bbcqt earlier, both Labour and the Tories ruled out a coalition

Tell us more about this unique position"
593896055256809472,Fear,Negative,364690: Ed Miliband tripped over as Nicola Sturgeon forgot to tie his shoelaces CoalitionOfChaos
593896056376659968,Fear,Negative,"DanJukes17: Just been phone-polled by IpsosMORI. 10 days from GE2015 they're prompting for CON, LAB, LD but not UKIP. Quite misleadin"
593896175293587456,Happy,Positive,Farage is telepathicaly Tweeting. Amazeballs.. 
593896175591362560,Excited,Positive,amy_c7 vote ukip
593896176648196097,Happy,Neutral,Cameron y Miliband apelan a los indecisos a una semana de elecciones: Durante la sesión de preguntas y respues... 
593896178292551680,Happy,Positive,"I wasn't sure of theSNP years ago, always Labour but oh my I absolutely love NicolaSturgeon - what an inspiration you are! SNP"
593896178787471360,Excited,Positive,"nickclarkecambs Chris1ll we DO trade with the rest of the world, UKIP spin"
593896178821005313,Sad,Negative,"Farage ""we don't to break away from Europe"", too right! we just want rid of the undemocratic EU NigelFarage VoteUKIP2015"
593896178934272000,Excited,Positive,Om3zii: Another night of encouraging results in Hamilton for CrawleyAngela! Final push begins! activeSNP GE15 SNP 
593896179253047296,Sad,Neutral,I have to say I agree with Nigel Farage about leaving the EU
593896179232022528,Fear,Negative,"Tev3man watched Question time and it scared me, Libs &amp; SNP will be frozen out and we will have a minority Gov, Labour /Tory one party state"
593896179919933440,Angry,Negative,jon_swindon: Severe Weather Warning: The biggest storm of all will be blowing in on Saturday at 6pm. David Cameron has to go. http://t.
593896180230332416,Fear,Neutral,Nigel Farage ‘The EU has a flag’  GE2015 WhatsTheHashtagForThisEvent ?
593896180310011906,Angry,Negative,Labour spent too much &amp; borrowed too much. Ed Miliband makes it clear they aren't sorry &amp; would do it all over again 
593896180943302656,Fear,Negative,"DVATW: So, a likely 75% of AskNigelFarage audience anti UKIP."
593896180473540608,Angry,Neutral,AskNigelFarage UKIP 
593896180733648896,Excited,Neutral,UKIP: UKIP Leader Nigel_Farage on the difference between Europe and the EU AskNigelFarage 
593896181241094146,Excited,Positive,"YouGov/Sun: 
LAB 35%
CON 34%
LDEM 8%
UKIP 12%
GRN 5% 
"
593896181421465600,Happy,Positive,indyref seems to have had a lasting effect on labour and conservatives towards snp BitterTogether GE2015
593896183388577794,Excited,Neutral,"New post: ""
Ed rules out SNP deal... even if it costs him No10: Labour leader vows not to take part in so-called  "
593896183841566720,Excited,Positive,"Everyone, President of EU is Donald Tusk, fmr Polish PM education Farage"
593896185464811520,Angry,Negative,Ed Milliband's advisers should be sacked.
593896185271873537,Excited,Negative,"CEO of BlusourceUK is entirely right- a Labour/SNP coalition would be a nightmare scenario



VoteConservative"
593896186077122560,Sad,Negative,The Sun's SNP-Tory split shows newspaper endorsements aren't what they used to be  via ConversationUK
593896186156863488,Happy,Positive,VintageViolet_: I've just joined the theSNP to make Scotland a better place for all.Our Scotland our Future.  
593896186286895105,Angry,Negative,"jastilley SvenRufus INstead of pushing back, he’s saying ‘not my fault if the SNP back me’. True enough, but the critique is not that"
593896187150893057,Angry,Negative,SharonStevenage: Education clearly not high on our Tory MP's priority list so this is what the NUT did to him at tonight's hustings htt
593896187528359937,Angry,Neutral,GAPonsonby: How can minority Tory Gov get in? Lab/SNP vote down Tory Queens Speech. SNP back Miliband's Queens Speech. Miliband is PM w
593896190703448064,Angry,Negative,.Wintersonworld The tories won't publish the figures about child poverty until after the election. They know we're in a mess. TheAgenda
593896190841921536,Angry,Negative,"Me voting for SNP will be like voting for Plaid Cyrmu, I'm not going to😊😂"
593896191273865216,Angry,Negative,Not enjoying Farage without any opposition. AskFarage
593896191546490881,Angry,Negative,That Nigel Farage fuck is spouting his nonsense on the BBC again. Fuck Up.
593896193157165058,Happy,Positive,AskNigelFarage  wow FARAGE just gave the best answer ever on the EU
593896193706590209,Angry,Negative,Bet she's gutted. No way in to Downing Street now bbcqt  
593896194163744768,Excited,Positive,"Bruced872: Historywoman rapwest scepticalscot softmutt ""Democratic will of the Scottish people"" is a pre September 18th Sturgeon ca"
593896196571275264,Happy,Neutral,"YesAlliance59: I hear that Ed Miliband is coming to Scotland tomorrow?? 
RedToriesOut"
593896197351419904,Fear,Negative,GavinMontana: Just been asked if I mind toning down my anti Tories tweets yes I do bloody mind VoteLabour MilibandMustWin CameronMus
593896197481431042,Fear,Positive,A Scandal: BRITAIN'S TORY POLITICIANS AND FINANCIERS ATTENDED... 
593896197917642753,Happy,Positive,I really do love nick clegg
593896199272452096,Angry,Negative,"Ed_Miliband right till the bloody end still no ""we had no control over the budget"". You can't own up. We can't vote u. miliband"
593896200564256769,Fear,Negative,7th_avenger: Ukip actually makes me feel sick. They have the most awful views
593896200933343232,Happy,Neutral,LabourEoin: Ed Miliband on the deficit. BBCqt 
593896200715292672,Fear,Negative,"Muslim immigrant appears in court accused of threatening to behead a UKIP candidate. 
 "
593896201445122048,Happy,Positive,Sturgeon is bae
593896201713537025,Angry,Negative,they wanted a union they got the union now fucking accept snp having a say in westmonster arsehole unionist pricks
593896202153889792,Fear,Neutral,faisalislam: Bingo: “AndrewSparrow: Only 6% of bbcqt viewers said debate might change their mind - Clegg got most switchers - http://
593896202040647681,Fear,Positive,emcmillanscott and you would have 49 seats and UKIP would have 99 now that would be interesting
593896202556571648,Angry,Negative,"Jonathan_Rowson: I'm pro indy &amp; at ease with SNP, but the misrepresentation of Miliband's position annoys me. He said nothing about pr"
593896202724352000,Bored,Negative,"tobyperkinsmp: So Twitterworm says EdMili smashed Cam, yet Tories acting like they won. Guess they don't get tax credits deluded http"
593896203949109249,Fear,Negative,"The bbbqt leader's debate audience was incredibly right-wing, making Miliband by comparison sound almost, well, socialist."
593896205630988289,Angry,Negative,no_ukip unlike some people I don't claim to be able to speak for others! I can only give my views and I don't know your PPC just UKIP.
593896206843170818,Angry,Negative,"Albertobrave Me? No, actually. It's not on the table though, apparently. Looks like Farage, Clegg and the Paedo Protector from now on."
